Each numbered origami of degree  6  is represented as follows.
The format is (x,y,\epsilon), where x and y are shown as cycles, and \epsilon is shown as a list with + as 0 and - as 1.
O_ 3178  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1], [2, 4], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3179  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1], [2, 4], [3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3180  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1], [2, 4, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3181  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1], [2, 4, 3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3182  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1], [2, 4, 3, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 3183  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2], [3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3184  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2], [3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3185  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2], [3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3186  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3187  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3188  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3189  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3190  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3191  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 3192  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3193  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 1 0 0 0] ), abelian= False
O_ 3194  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3195  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3196  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 3197  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 3], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3198  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 3], [5]] [0 0 1 0 0 0] ), abelian= False
O_ 3199  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 0 0 0 0] ), abelian= True
O_ 3200  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 0 0 0] ), abelian= False
O_ 3201  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 0 0 1 0] ), abelian= False
O_ 3202  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 5, 3]] [0 0 1 0 1 0] ), abelian= False
O_ 3203  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4], [3], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3204  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3205  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4], [3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3206  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3207  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3208  = ( [[0, 1], [2, 3], [4, 5]] [[0], [1, 2, 4, 3, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 3209  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3210  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3], [4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3211  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3], [4, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3212  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3], [4, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 3213  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3214  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3215  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3216  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3217  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 3218  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 3, 4, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 3219  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3220  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4], [3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3221  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4], [3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3222  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4], [3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3223  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3224  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4, 3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3225  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4, 3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3226  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4, 3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3227  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4, 3, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 3228  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1], [2, 4, 3, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 3229  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3230  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3231  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2], [3, 4, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 3232  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3233  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3234  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3235  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 3, 4, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 3236  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 5, 3]] [0 0 0 0 0 0] ), abelian= True
O_ 3237  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 5, 3]] [1 0 0 0 0 0] ), abelian= False
O_ 3238  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 5, 3]] [0 0 1 0 0 0] ), abelian= False
O_ 3239  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 5, 3]] [1 0 1 0 0 0] ), abelian= False
O_ 3240  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 5, 3]] [1 0 0 0 1 0] ), abelian= False
O_ 3241  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 5, 3]] [1 0 1 0 1 0] ), abelian= False
O_ 3242  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3243  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4], [3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3244  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4], [3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3245  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4], [3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3246  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3247  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3248  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3249  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3250  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 3, 5]] [0 0 1 0 1 0] ), abelian= False
O_ 3251  = ( [[0, 1], [2, 3], [4, 5]] [[0, 1, 2, 4, 3, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 3252  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4], [1, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3253  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4], [1, 3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3254  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4], [1, 3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3255  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4], [1, 3, 5]] [1 0 1 0 1 0] ), abelian= True
O_ 3256  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4, 1, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3257  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4, 1, 3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3258  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4, 1, 3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3259  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 4, 1, 3, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 3260  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2], [1, 4], [3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3261  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2], [1, 4], [3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3262  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2], [1, 4, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3263  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2], [1, 4, 3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3264  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2], [1, 4, 3, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3265  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2], [1, 4, 3, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 3266  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 1, 4, 3, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3267  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 1, 4, 3, 5]] [1 0 0 0 0 0] ), abelian= False
O_ 3268  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 1, 4, 3, 5]] [0 0 1 0 0 0] ), abelian= False
O_ 3269  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 1, 4, 3, 5]] [1 0 1 0 0 0] ), abelian= False
O_ 3270  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 1, 4, 3, 5]] [1 0 0 0 1 0] ), abelian= False
O_ 3271  = ( [[0, 1], [2, 3], [4, 5]] [[0, 2, 1, 4, 3, 5]] [1 0 1 0 1 0] ), abelian= False
O_ 3272  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2], [3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3273  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2], [3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3274  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2], [3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3275  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3276  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2], [3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3277  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2], [3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3278  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2], [3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3279  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3280  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3281  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3282  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3283  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 3284  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4], [5]] [0 0 0 1 1 0] ), abelian= True
O_ 3285  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3286  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3287  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3288  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3289  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 3290  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1], [2, 3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3291  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2], [3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3292  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2], [3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3293  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2], [3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3294  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3295  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3296  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3297  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2], [3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3298  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3299  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3300  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3301  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3302  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 3303  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4], [5]] [0 0 0 1 1 0] ), abelian= True
O_ 3304  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3305  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3306  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3307  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3308  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 3309  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 2, 3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3310  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3], [2, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3311  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3], [2, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3312  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3], [2, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3313  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3], [2, 4, 5]] [0 0 0 0 1 1] ), abelian= True
O_ 3314  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3315  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 3316  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3317  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3318  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3319  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3320  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4, 5]] [0 0 0 0 1 1] ), abelian= False
O_ 3321  = ( [[0], [1], [2], [3, 4, 5]] [[0], [1, 3, 2, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3322  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3323  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3324  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3325  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3326  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 3327  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4], [5]] [0 0 0 1 1 0] ), abelian= True
O_ 3328  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3329  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3330  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3331  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3332  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 3333  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1], [2, 3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3334  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2], [3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3335  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2], [3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3336  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2], [3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3337  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3338  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3339  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3340  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2], [3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3341  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3], [4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3342  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3343  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3], [4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3344  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3345  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 3346  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4], [5]] [0 0 0 1 1 0] ), abelian= True
O_ 3347  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3348  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3349  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3350  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3351  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 3352  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 2, 3, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3353  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3], [2, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3354  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3], [2, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3355  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3], [2, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3356  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3], [2, 4, 5]] [0 0 0 0 1 1] ), abelian= True
O_ 3357  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4], [5]] [0 0 0 0 0 0] ), abelian= True
O_ 3358  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4], [5]] [0 0 0 1 0 0] ), abelian= False
O_ 3359  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4], [5]] [0 0 0 1 1 0] ), abelian= True
O_ 3360  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3361  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 1 0 0] ), abelian= False
O_ 3362  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 0 1 0] ), abelian= False
O_ 3363  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 1 1 0] ), abelian= False
O_ 3364  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 0 0 1] ), abelian= False
O_ 3365  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 1 0 1] ), abelian= False
O_ 3366  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 0 1 1] ), abelian= False
O_ 3367  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 2, 4, 5]] [0 0 0 1 1 1] ), abelian= True
O_ 3368  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 5], [2, 4]] [0 0 0 0 0 0] ), abelian= True
O_ 3369  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 5], [2, 4]] [0 0 0 1 0 0] ), abelian= False
O_ 3370  = ( [[0], [1], [2], [3, 4, 5]] [[0, 1, 3, 5], [2, 4]] [0 0 0 1 0 1] ), abelian= True
O_ 3371  = ( [[0], [1], [2], [3, 4, 5]] [[0, 3], [1, 4], [2, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3372  = ( [[0], [1], [2], [3, 4, 5]] [[0, 3], [1, 4, 2, 5]] [0 0 0 0 0 0] ), abelian= True
O_ 3373  = ( [[0], [1], [2], [3, 4, 5]] [[0, 3], [1, 4, 2, 5]] [0 0 0 0 1 0] ), abelian= False
